name,firstName,country,title,studio,duration,year,category,genre,award
TUTSCHKU Hans,,Allemagne,Sieben stufen,,0:13:00,1996,Studio,,Finaliste
KARLSSON Erik Michael,,Suède,Interiors and interplays,,0:14:55,1996,Studio,,Prix
ZIELINSKA Lidia,,Pologne,Jako te biale Myszki,,0:08:10,1997,Caractère,,Finaliste
MARTUSCIELLO Elio,,Italie,Proiezioni,,0:12:35,1997,Caractère,,Prix
STARKE Ipke,,Allemagne,Die unsichtbare front,,0:16:00,1997,Caractère,,Finaliste
CARDI Mauro,,Italie,Manao tupapau,,0:08:48,1997,Instruments,,Finaliste
ROCHA ITURBIDE Manuel,,Mexique,Transiciones,,0:11:30,1997,Instruments,,Finaliste
TORRE Joseba,,Espagne,Mas libre y mas cautivo,,00:14:00,1997,Instruments,,Prix
WHITE Frances,,USA,Winter aconites,,0:15:00,1997,Instruments,,Prix
KUSNIR Eduardo,,Argentine,Juegos 1,,0:10:55,1997,Magistère,,Magistère
LO Yee On,,USA,Portrait of timbre as a wild wooddove,,0:10:00,1997,Programme,,Prix
MARTUSCIELLO Elio,,Italie,"Movimento, quietudine",,0:11:14,1997,Programme,,Finaliste
DOYLE Roger,,Irlande,Spirit levels,,0:13:40,1997,Programme,,Prix
ANDERSON Joseph,,USA,Change's Music,,0:26:00,1997,Programme,,Grand Prix
DODD Rose,,Gde Bretagne,Transient I,,0:07:10,1997,Résidence,,Résidence
LAZAROV Valentin,,Bulgarie,Boou'97,,0:07:15,1997,Résidence,,Résidence
LEFRANC Till,,France,Vie,,0:07:40,1997,Résidence,,Résidence
BATCHELOR Peter,,Gde Bretagne,Discourse,,0:12:00,1997,Résidence,,Résidence
SANIELEVICI Alexandre,,Canada,Marée arctique,,00:14:00,1997,Résidence,,Résidence
MACKAY Robert,,Gde Bretagne,Sea pictures,,0:15:00,1997,Résidence,,Résidence
LANE Cathy,,Gde Bretagne,Invisible crowds,,0:10:02,1997,Studio,,Finaliste
LEWIS Andrew,,Gde Bretagne,Ascent,,0:11:43,1997,Studio,,Prix
ADKINS Mathew,,Gde Bretagne,Pagan Circus,,0:14:25,1997,Studio,,Prix
MARTUSCIELLO Elio,,Italie,Cattura magica,,0:16:00,1997,Studio,,Finaliste
BRUMMER Ludger,,Allemagne,Phrenos,,0:18:45,1997,Studio,,Grand Prix
VERANDI Mario,,Argentine,Faces and intensities,,0:11:30,1998,Caractère,,Finaliste
LE PRADO Cécile,,France,Ligne d'eau,,0:18:23,1998,Caractère,,Finaliste
CASALE Emanuele,,Italie,Studio (pour cor et bande),,0:04:00,1998,Instruments,,Prix
BIFFARELLA Gonzalo,,Argentine,Escalas y arpegios n°1 (pour piano et bane),,0:07:50,1998,Instruments,,Finaliste
DI LISCIA Oscar Pablo,,Argentine,"Tiemps Magneticos (pour flûte, piano et bande)",,0:08:45,1998,Instruments,,Finaliste
CIFARIELLO CIARDI Fabio,,Italie,"Games (pour contrebasse, live électronqiue et bande)",,0:13:00,1998,Instruments,,Prix
RACOT Gilles,,France,Vifs instants (pour petit ensembe instrumental et bande),,0:16:00,1998,Instruments,,Prix
RISSET Jean-Claude,,France,Invisible,,0:19:30,1998,Magistère,,Magistère
KOTONSKI Wlodzimierz,,Pologne,Tierra caliente,,,1998,Magistère,,Magistère
PRIOR David John,,Gde Bretagne,An die mateire,,0:07:30,1998,Programme,,Finaliste
BROBERG Jonas,,Suède,Conversation in cadaques,,0:08:56,1998,Programme,,Prix
MANGS Love,,Suède,"We, we the waves - an acoustic poem",,0:19:47,1998,Programme,,Prix
ONTERO Teemu,,Finlande,Arhynalia Alpha,,0:04:10,1998,Résidence,,Résidence
POUNDS Michael,,USA,Critical mass,,0:06:35,1998,Résidence,,Résidence
VASSILIEV Artem,,Russie,Gestures (pour clarinette et instruments électroniques),,0:08:28,1998,Résidence,,Résidence
PROKOFIEV Gabriel,,Gde Bretagne,Zhiva,,0:09:48,1998,Résidence,,Résidence
EKEBERG Frank,,Norvège,(Dis)integration,,0:09:49,1998,Résidence,,Résidence
KAFEJIAN Sergio,,Brésil,Entrevales,,0:09:55,1998,Résidence,,Résidence
MANRIQUE José,,Espagne,voz oculta,,0:07:00,1998,Studio,,Prix
ASCIONE Patrick,,France,Et puis l'oubli,,0:10:10,1998,Studio,,Finaliste
TORO PEREZ German,,Colombie,Estudios de ruidos y campanas,,0:11:30,1998,Studio,,Finaliste
BARRETT Natasha,,Gde Bretagne,Little animals,,0:12:50,1998,Studio,,Prix
TUTSCHKU Hans,,Allemagne,Extremites lointaines,,0:16:24,1998,Studio,,Finaliste
KOONCE Paul,,USA,Walkabout,,0:16:30,1998,Studio,,Prix
GIBSON John,,USA,Thru,,0:09:00,1999,Concert,non thématique,Nominé
GRATZER CARLOS,,Argentine,Ausbruch,,0:12:40,1999,Concert,non thématique,Nominé
KAHN Frédéric,,France,"Les fleurs, ces bouquets d'agonies",,0:14:00,1999,Concert,non thématique,Prix
GOBEIL Gilles,,Canada,Derrière la porte la plus éloignée…,,0:12:00,1999,Concert,thématique,Nominé
ADKINS Mathew,,Gde Bretagne,Mapping,,0:14:25,1999,Concert,thématique,Nominé
CORCORAN Frank,,Irlande,Sweeney's Vision,,0:20:38,1999,Concert,thématique,Prix
DHERMY Jean-Louis,,France,Pnoê (pour saxophone et bande),,0:08:12,1999,Instruments,dispositif - impro.,Nominé
BESTOR Charles,,USA,"Conversations with Myself (pour instrumentiste et électroniques en
temps réel)",,0:20:30,1999,Instruments,dispositif - impro.,Nominé
DE MAN Roderik,,Pays-Bas,"Air to Air (pour flûte, trompette et cor basse)",,0:08:15,1999,Instruments,studio et partit°,Nominé
KESTELLIKIAN Cyril,,France,Connivence (pour clarinette et bande),,0:10:00,1999,Instruments,studio et partit°,Nominé
CHIN Unsuk,,Corée,Xi (pour ensemble et électronique),,0:23:00,1999,Instruments,studio et partit°,Prix
OLOFSSON Kent,,Suède,Il Liuto d'Orfeo (pour guitare et bande),,0:25:00,1999,Instruments,studio et partit°,Prix
SIKORA Elzbieta,,France,Aquamarina,,0:09:52,1999,Magistère,,Magistère
HINKLE-TURNER Elizabeth,,USA,Full Circle,,0:45:00,1999,Multimédia,cdrom ou internet,Nominé
TORRES Gérard,,France,Le train fantôme,,0:12:00,1999,Multimédia,musique et vidéo,Nominé
ARCHER Phil,,Gde Bretagne,Kung Fu,,0:03:40,1999,Résidence,,Résidence
BANASZAK J. Christophe,,France,Angustia,,0:04:20,1999,Résidence,,Résidence
STEWART Ian,,Canada,Petroglyph,,0:07:45,1999,Résidence,,Résidence
THOMPSON Michael,,USA,Machine Werks,,0:08:00,1999,Résidence,,Résidence
IMAI Shintaro,,Japon,Resonant waves (pour clarinette et ordinateur),,0:10:00,1999,Résidence,,Résidence
SUBOCHEV Dmitry,,Russie,In stages of motion,,0:10:20,1999,Résidence,,Résidence
SIEGEL Wayne,,USA,Sisters,,0:11:00,1999,Spectacle,danse,Nominé
MOONEY Edmond,,USA,Rollover,,0:12:24,1999,Spectacle,danse,Nominé
KAMIYA Teruyoshi,,Japon,Danse of stone,,0:22:45,1999,Spectacle,danse,Prix
APEL Ted,,USA,Surface Osculations,,,1999,Spectacle,installation,Nominé
KOSK Patrick,,Finlande,Ice Bice,,0:11:07,1999,,,Pierre d'Argent
MERIT Jacky,,France,Emphase,,0:11:18,1999,,,Pierre d'Or
FERREYRA Béatriz,,Argentine,Rio de los pajaros,,0:12:07,2000,Magistère,,Magistère
DASHOW James,,USA,"…at other time, the distances",,0:12:40,2000,Magistère,,Magistère
LINDGREN Iikka,,Finlande,Kaukana,,0:04:37,2000,Résidence,,Résidence
CONGÉ Nicolas,,France,Palpalitch,,0:05:10,2000,Résidence,,Résidence
KARATHANASIS Konstantinos,,Grèce,Piece for flute and electronics,,0:05:20,2000,Résidence,,Résidence
STAVROPOULOS Nikos,,Grèce,Piano,,0:06:50,2000,Résidence,,Résidence
ESCALANTE CHERNOVA Irina,,Cuba,La primavera del angel,,0:09:02,2000,Résidence,,Résidence
LEIDER Colby,,USA,Hydraulis,,0:11:55,2000,Résidence,,Résidence
DI SCIPIO Agostino,,Italie,5 Interzioni cicliche alle differenze sensibili (pour quatuor et ordinateur),,0:12:00,2000,Trivium A,dispositif et instru.,Mention
CECCARELLI Luigi,,Italie,Respiri (pour cor préparé et bande),,0:18:15,2000,Trivium A,dispositif et instru.,Mention
JODLOWSKI Pierre,,France,De front (quatuor) pour ensemble instrumental et dispositif électro,,0:23:00,2000,Trivium A,dispositif et instru.,Prix
KAWAMOTO Hideko,,Japon,Night Ascends from the Ear like a Butterfly,,0:08:14,2000,Trivium A,esthétique formelle,Mention
RUSCHKOWSKI André,,Allemagne,Breas,,0:08:59,2000,Trivium A,esthétique formelle,Mention
HALAC Jose,,Argentine,The breaking of the Scream,,0:10:51,2000,Trivium A,esthétique formelle,Prix
HEDMAN Jens,,Suède,Relief,,0:11:25,2000,Trivium A,esthétique formelle,Prix
MALLIA John,,USA,Smyrna Soundscape,,0:07:10,2000,Trivium A,esthétique program.,Mention
FIELD Ambrose,,Gde Bretagne,Expanse Hotel (Durango Mix),,0:11:00,2000,Trivium A,esthétique program.,Prix
BLIN Frédéric,,France,Construct,,0:23:00,2000,Trivium B,danse et théâtre,Mention
DESBAZEILLE Magali,,France,Tu penses donc je te suis,,0:18:00,2000,Trivium B,installat°ou environ.,Prix
CANTO Siegfried,,France,Tu penses donc je te suis,,0:18:00,2000,Trivium B,installat°ou environ.,Prix
MALBERT Alexis,,France,Projet,,,2000,Trivium B,installat°ou environ.,Mention
DIENNET Jacques,,France,Captives II,,0:12:17,2000,Trivium B,Multimédia,Prix
HELD Barbara,,USA,The Well,,0:26:27,2000,Trivium B,Multimédia,Mention
SORRENTINO Juan Pablo,,Argentine,Mi Primer Cello,,0:05:47,2001,Résidence,,Résidence
LIN Mei-Fang,,Taiwan,Interaction,,0:07:35,2001,Résidence,,Résidence
SOSA Rogelio,,Mexique,Tenso II,,0:08:00,2001,Résidence,,Résidence
IMPIO Paavo,,Finlande,Kaleva,,0:08:02,2001,Résidence,,Résidence
HASNIZAM Abdul Wahid,,Malaisie,Fatihah,,0:12:18,2001,Résidence,,Résidence
PEREZ SANTIAGO Felipe,,Mexique,Ofaniel (angel de la luna),,0:15:00,2001,Résidence,,Résidence
PARKIN Nicholas,,Gde Bretagne,Magmas,,0:16:02,2001,Trivium A,art sonore électroa.,Prix
WRIGHT Rob,,Gde Bretagne,Arco,,0:05:00,2001,Trivium A,avec instruments,Mention
PINTER Gyula,,Hongrie,Les cloches de flammes roses,,0:09:50,2001,Trivium A,avec instruments,Prix
ADKINS Mathew,,Gde Bretagne,Noumena,,0:10:45,2001,Trivium A,avec instruments,Prix
CEE Werner,,Allemagne,Cities' drift,,0:10:02,2001,Trivium A,sans instrument,Mention
KIM Suk-Jun,,Corée,Midong,,0:10:02,2001,Trivium A,sans instrument,Prix
BARRETT Natasha,,Gde Bretagne,Utility of Space,,0:13:30,2001,Trivium A,sans instrument,Prix
PAYRI Blas,,France,Paysage enseveli,,0:16:00,2001,Trivium A,sans instrument,Mention
BEUGNIES Marc,,France,Incidences et Réflexions sur la naissance d'une étoile,,0:07:29,2001,Trivium B,art sonore électroa.,Mention
BIASUTTI Michele,,Italie,Deep sea,,0:09:40,2001,Trivium B,art sonore électroa.,Mention
SZIGETVARI Andrea,,Hongrie,Mandala 1,,0:13:11,2001,Trivium B,art sonore électroa.,Prix
ROVAN Butch,,USA,…seine hohle form…,,0:11:30,2001,Trivium B,danse ou théâtre,Mention
APEL Ted,,USA,Potential Difference,,,2001,Trivium B,installation ou envir.,Mention
WILLIS Garnet,,Canada,Kinetoflux,,,2001,Trivium B,installation ou envir.,Mention
HERNANDEZ Miguel,,Mexique,El Santo Cuantico,,0:09:20,2001,Trivium B,Multimédia,Prix
SZIGETVARI Andrea,,Hongrie,The Priest and the Shell,,0:13:20,2001,Trivium B,Multimédia,Prix
HARRISON Jonty,,Gde Bretagne,Abstracts,,0:17:00,2001,,,Pierre d'Argent
BRUMMER Ludger,,Allemagne,Nyx,,0:28:00,2001,,,Pierre d'Or
MANDOLINI Ricardo,,Italie,La noche en que los peces flotaron,,0:13:00,2002,Magistère,,Magistère
GILBERT Peter,,USA,Rituals,,0:05:15,2002,Résidence,,Résidence
YAYA AGUILAR Ana G.,,Argentine,Patio,,0:05:22,2002,Résidence,,Résidence
STAVROPOULOS Nikos,,Grèce,Scene II,,0:07:22,2002,Résidence,,Résidence
BIASIOL Francesco,,Italie,Ne pas se pencher au dehors@,,0:10:00,2002,Résidence,,Résidence
CAHILL-JONES Thomas J.,,Gde Bretagne,DeLeTE'e'UNIT,,0:10:06,2002,Résidence,,Résidence
ADAMEK Ondrej,,Tchèquie,"Un souffle, une ombre, un rien",,0:10:55,2002,Résidence,,Résidence
MARINONI Marco,,Italie,"To walk the night (flûte, percussion, piano, violon, violoncelle et bande)",,0:07:20,2002,Trivium A,avec instruments,Prix
MARY Mario,,Argentine,Aarhus (pour violon et bande),,0:10:42,2002,Trivium A,avec instruments,Mention
OLIVEIRA Joao Pedro,,Portugal,Labirinto (pour quatuor à cordes et bande),,0:11:00,2002,Trivium A,avec instruments,Prix
DE MAN Roderik,,Pays-Bas,Magnetic fields (pour orchestre et bande),,0:12:30,2002,Trivium A,avec instruments,Mention
BEREZAN David,,Canada,Baoding,,0:07:23,2002,Trivium A,sans instrument,Prix
NELSON Jon Christopher,,USA,Scatter,,0:08:48,2002,Trivium A,sans instrument,Prix
MARRERO Juan-Manuel,,Espagne,Lascivia Pristina II,,0:09:34,2002,Trivium A,sans instrument,Mention
HEDMAN Jens,,Suède,Recoil,,0:12:08,2002,Trivium A,sans instrument,Mention
NIEHUSMANN Frank,,Allemagne,Untertagemusik nr. 1,,0:10:36,2002,Trivium B,art sonore électroa.,Mention
LA CASA,,France,Vibratility. Mozaik,,0:15:50,2002,Trivium B,art sonore électroa.,Prix
TODOROFF Todor,Eric,Belgique,In Between,,1:15:00,2002,Trivium B,danse ou théâtre,Mention
NUHN Ralf,,Allemagne,Staccato Death life,,0:06:20,2002,Trivium B,installation ou envir.,Prix
BOSCH,Peter,Pays-Bas,Cantan un Huero,,0:16:12,2002,Trivium B,installation ou envir.,Mention
JUSTEL Elsa,,Argentine,Destellos,,0:05:37,2002,Trivium B,Multimédia,Mention
BALTAZAR Pascal,,France,Soma,,0:09:00,2002,Trivium B,Multimédia,Mention
DESCHENES Marcelle,,Canada,Die Dyer (vidéo d'Alain Pelletier),,0:24:00,2002,Trivium B,Multimédia,Prix
RUTZ Hanns Holger,,Allemagne,5th Residual,,0:09:12,2003,Résidence,,Résidence
KARATHANASIS Konstantinos,,Grèce,De Ligno Chalybeque,,0:09:40,2003,Résidence,,Résidence
BESHARSE Kari,,USA,Small Things,,0:10:30,2003,Résidence,,Résidence
STRASSMUELLER Matthias,,Allemagne,Fusions,,0:14:25,2003,Résidence,,Résidence
VOLODIN Alexander,,Russie,The Music of my memory,,0:16:20,2003,Résidence,,Résidence
OZER Mehmet Can,,Turquie,Works 2001/4,,0:43:38,2003,Résidence,,Résidence
MARTUSCIELLO Elio,,Italie,Presenti successivi,,0:11:00,2003,Trivium A,art sonore électroa.,Mention
MOORE Adrian,,Gde Bretagne,Sea of Singularity,,0:30:00,2003,Trivium A,art sonore électroa.,Mention
CASALE Emanuele,,Italie,5,,0:10:15,2003,Trivium A,avec instruments,Mention
SOULIÉ Laurent,,France,Ecorce de lune,,0:16:08,2003,Trivium A,avec instruments,Prix
ECKERT Gerald,,Allemagne,Offen-fin des terres,,0:16:20,2003,Trivium A,avec instruments,Prix
AZGUIME Miguel,,Portugal,Derrière son double,,0:19:31,2003,Trivium A,avec instruments,Mention
LOUFOPOULOS Apostolos,,Grèce,Erevos,,0:11:00,2003,Trivium A,sans instrument,Mention
MARY Mario,,Argentine,Signes émergents,,0:15:00,2003,Trivium A,sans instrument,Prix
FIELD Ambrose,,Gde Bretagne,One hell of a place to lose a cow,,0:16:33,2003,Trivium A,sans instrument,Prix
CECCARELLI Luigi,,Italie,Live,,0:50:00,2003,Trivium B,danse ou théâtre,Prix
RUETSCH,Christophe,France,Mendel,,,2003,Trivium B,installation ou envir.,Mention
SUZUKI Kotoka,,Japon,Umidi  Soni Colores,,0:15:00,2003,Trivium B,Multimédia,Prix
BATTEY Bret,,USA,Writing on the surface,,0:15:00,2003,Trivium B,Multimédia,Mention
CETTA Pablo,,Argentine,… que me hiciste mal…,,0:08:00,2004,Euphonie,,Euphonie
NELSON Jon Christopher,,USA,Scatter,,0:08:48,2004,Euphonie,,Euphonie
BROBERG Jonas,,Suède,Conversation in cadaques,,0:08:56,2004,Euphonie,,Euphonie
CECCARELLI Luigi,,Italie,Birds (for bass clarinet and tape with bass clarinet sounds and.…),,0:09:30,2004,Euphonie,,Euphonie
HEDMAN Jens,,Suède,Relief,,0:11:25,2004,Euphonie,,Euphonie
LEWIS Andrew,,Gde Bretagne,Ascent,,0:11:43,2004,Euphonie,,Euphonie
KARLSSON Erik Michael,,Suède,La disparition de l'azur,,0:12:12,2004,Euphonie,,Euphonie
MARTUSCIELLO Elio,,Italie,Proiezioni,,0:12:35,2004,Euphonie,,Euphonie
BARRETT Natasha,,Gde Bretagne,Utility of Space,,0:13:30,2004,Euphonie,,Euphonie
KOONCE Paul,,USA,Walkabout,,0:16:30,2004,Euphonie,,Euphonie
MARINI Marc,,France,Etude aux cuics et aux couacs,,0:05:13,2004,Résidence,,Résidence
KHOSRAVI  Peiman,,Iran,Night streams,,0:06:19,2004,Résidence,,Résidence
GUZMAN A. Edgar,,Mexique,Prometo et Epimeto,,0:07:51,2004,Résidence,,Résidence
PARRA CANCINO Juan A.,,Chili,Tellura,,0:08:00,2004,Résidence,,Résidence
DUGATKIN Mario,,Argentine,Y la noche se derrumba,,0:08:30,2004,Résidence,,Résidence
KOKORAS Panayiotis,,Grèce,Slide,,0:08:40,2004,Résidence,,Résidence
NICHOLS Charles,,USA,Posture,,0:08:54,2004,Trivium B,danse et théâtre,Mention
JANSSEN,Jos,Pays-Bas,Morandi's clarinet,,0:26:00,2004,Trivium B,installation ou envir.,Mention
ARCE-SAGARDUY Mikel,,Espagne,"""*.WAV",,,2004,Trivium B,installation ou envir.,Prix
DUNKELMAN Stephan,,Belgique,Kajsa : 3 femmes et un promeneur,,0:07:30,2004,Trivium B,Multimédia,Prix
KOTHMAN Keith,,USA,Interludes,,0:08:00,2004,Trivium B,Multimédia,Mention
CAESAR Rodolfo,,Brésil,3 Clips,,0:12:00,2004,Trivium B,Multimédia,Mention
GARRO Diego,,Italie,Pointes Précaires,,0:14:30,2004,Trivium B,Multimédia,Prix
PARMERUD Ake,,suède,SubString Bridge,,0:09:00,2005,Magistère,,Magistère
CEE Werner,,Allemagne,Maschinerie der polarlandschaft,,0:20:50,2005,Quadrivium,art sonore électroa.,Mention
BURTNER Matthew,,USA,That which is bodiless is reflected in bodies,,0:12:00,2005,Quadrivium,art sonore électroa.,Mention
TODOROFF Todor,,Belgique,Prospective II - Mes jours et mes nuits,,0:45:00,2005,Quadrivium,danse ou théâtre,Mention
FABRE Arnaud,,France,Dropper01-dispositif orchestral,,0:22:00,2005,Quadrivium,installation ou envir.,Prix
D'ALEO Jean-Luc,,France,Modules catalytiques,,0:20:00,2005,Quadrivium,installation ou envir.,Mention
GIROL Paolo,,Italie,Mi sentiro con Ale,,0:08:36,2005,Quadrivium,Multimédia,Prix
MORALES Roberto,,Mexique,Cenzontle,,0:08:08,2005,Quadrivium,Multimédia,Prix
DE GANDARIAS,,Guatemala,Symphonies of the tropics,,0:12:57,2005,Quadrivium,Multimédia,Mention
MURAT Valerio,,Italie,Nuvolari,,0:03:04,2005,Quadrivium,Multimédia,Mention
HIRAYAMA Haruk,,Japon,Swallow,,0:07:45,2005,Résidence,,Résidence
